經營管理主管,管理財經
基層管理幹部,管理財經
儲備幹部,管理財經
特別助理,管理財經
人事／人力資源主管,管理財經
人事／人力資源專員,管理財經
教育訓練人員,管理財經
人力／外勞仲介,管理財經
人事助理,管理財經
行政主管,管理財經
總務主管,管理財經
行政人員,管理財經
學校行政人員,管理財經
總務人員,管理財經
高階祕書,管理財經
祕書,管理財經
電腦操作／資料輸入,管理財經
檔案資料管理人員,管理財經
文件管理師,管理財經
總機／接待／櫃檯人員,管理財經
工讀生,管理財經
行政助理,管理財經
法務主管,管理財經
律師,管理財經
實習律師,管理財經
代書／地政士,管理財經
法務人員,管理財經
商標／專利人員,管理財經
工商登記服務類人員,管理財經
法務助理,管理財經
財務／會計主管,管理財經
會計師,管理財經
財務分析人員,管理財經
財務人員,管理財經
主辦會計,管理財經
成本會計人員,管理財經
會計／出納／記帳人員,管理財經
查帳／審計人員,管理財經
稽核主管,管理財經
稽核人員,管理財經
稅務人員,管理財經
財務／會計助理,管理財經
金融專業主管,管理財經
金融研究人員,管理財經
承銷人員,管理財經
金融營業人員,管理財經
投資理財人員,管理財經
銀行辦事人員,管理財經
統計精算人員,管理財經
不動產審核／估價師,管理財經
保險業務員／經紀人,管理財經
融資／信用業務人員,管理財經
授權／授信／徵信人員,管理財經
信用卡類人員,管理財經
帳款催收人員,管理財經
核保／保險內勤人員,管理財經
理賠人員,管理財經
券商後線人員,管理財經
股務人員,管理財經
廣告／行銷企劃主管,行銷業務
公關企劃人員,行銷業務
媒體公關主管,行銷業務
行銷企劃人員,行銷業務
活動企劃人員,行銷業務
婚禮企劃人員,行銷業務
網站企劃人員,行銷業務
廣告採購人員,行銷業務
媒體公關人員,行銷業務
廣告文案企劃人員,行銷業務
市場調查／分析人員,行銷業務
行銷企劃助理,行銷業務
產品企劃主管,行銷業務
編採主管,行銷業務
產品企劃人員,行銷業務
社群經營人員,行銷業務
數位行銷人員,行銷業務
策展人,行銷業務
發行企劃／出版人員,行銷業務
遊戲企劃人員,行銷業務
專案管理主管,行銷業務
ERP專案管理師,行銷業務
專案管理師,行銷業務
店長／門市管理人員,行銷業務
大型賣場管理人員,行銷業務
門市／店員／專櫃人員,行銷業務
駐點銷售人員,行銷業務
售票／收銀人員,行銷業務
國內業務主管,行銷業務
國外業務主管,行銷業務
專案業務主管,行銷業務
國內業務人員,行銷業務
補習班招生人員,行銷業務
加盟／招商人員,行銷業務
國外業務人員,行銷業務
廣告AE,行銷業務
電話行銷主管,行銷業務
電話行銷人員,行銷業務
醫藥業務代表,行銷業務
不動產經紀人／營業員,行銷業務
汽車銷售人員,行銷業務
傳直銷人員,行銷業務
駐校代表,行銷業務
業務助理,行銷業務
商品開發人員,行銷業務
通路開發人員,行銷業務
國貿人員,行銷業務
國貿助理,行銷業務
船務,行銷業務
報關人員,行銷業務
保稅人員,行銷業務
客服主管,客服支援
電話客服人員,客服支援
電訪人員,客服支援
客服人員,客服支援
旅遊休閒類主管,客服支援
餐飲主管,客服支援
餐飲領班,客服支援
飯店／旅館主管,客服支援
房務人員,客服支援
飯店／旅館櫃檯人員,客服支援
飯店／旅館服務人員,客服支援
空服人員,客服支援
休閒娛樂事業從業人員,客服支援
地勤人員,客服支援
遊樂景點工作人員,客服支援
導遊／領隊／導覽,客服支援
OP／票務人員／旅行社人員,客服支援
美容師,客服支援
美髮講師／技導,客服支援
髮型設計師,客服支援
整體造型師,客服支援
美容講師／技導,客服支援
美療師／芳療師,客服支援
寵物美容專業人員,客服支援
美甲彩繪師,客服支援
美容助理,客服支援
美髮助理,客服支援
美睫師,客服支援
技術支援主管,客服支援
維修技術主管,客服支援
產品設備維修人員,客服支援
電器產品維修人員,客服支援
業務工程師,客服支援
電腦組裝／維修,客服支援
電機維修人員,客服支援
通信維修人員,客服支援
冷凍空調技術人員／安裝員,客服支援
汽車引擎技術人員,客服支援
汽車維修人員,客服支援
其他車輛維修人員,客服支援
機車維修人員,客服支援
飛機修護員,客服支援
電子設備維修人員,客服支援
網路及電信線路架設人員,客服支援
精密儀器製造維修人員,客服支援
客服工程師／FAE,客服支援
軟體專案主管,製造工程
韌體研發類主管,製造工程
網站技術主管,製造工程
電子商務技術主管,製造工程
通訊軟體工程師,製造工程
軟體工程師,製造工程
APP工程師,製造工程
韌體工程師,製造工程
網站程式設計師,製造工程
系統分析師,製造工程
系統工程師,製造工程
電玩程式設計師,製造工程
資訊助理人員,製造工程
助理工程師,製造工程
BIOS工程師,製造工程
演算法開發工程師,製造工程
MIS／網管主管,製造工程
資料庫管理人員,製造工程
MIS工程師,製造工程
MES工程師,製造工程
網路管理工程師,製造工程
系統維護員／操作員,製造工程
資訊安全分析師,製造工程
硬體工程研發主管,製造工程
光電工程研發主管,製造工程
通訊工程研發主管,製造工程
電子工程主管,製造工程
半導體工程研發主管,製造工程
機械工程主管,製造工程
電機工程主管,製造工程
電機技師／工程師,製造工程
機械工程師,製造工程
汽車研發人員,製造工程
機構工程師,製造工程
機電技師／工程師,製造工程
微機電工程師,製造工程
電子工程師,製造工程
零組件工程師,製造工程
電腦硬體研發工程師,製造工程
PCB-Layout佈局工程師,製造工程
電源工程師,製造工程
類比IC設計工程師,製造工程
IC設計工程師,製造工程
數位IC設計工程師,製造工程
半導體工程師,製造工程
光電工程師,製造工程
光學工程師,製造工程
電信／通訊系統工程師,製造工程
RF通訊工程師,製造工程
IC佈局工程師,製造工程
工程助理,製造工程
電子／通訊工程助理,製造工程
光電／半導體工程助理,製造工程
其他特殊工程人員,製造工程
太陽能技術工程師,製造工程
熱傳工程師,製造工程
聲學／噪音工程師,製造工程
化學／化工工程師,製造工程
紡織化學工程師,製造工程
特用化學工程師,製造工程
材料研發人員,製造工程
奈米研發工程師,製造工程
實驗／化驗人員,製造工程
食品研發人員,製造工程
醫藥研發人員,製造工程
生技主管,製造工程
生物科技研發人員,製造工程
病理藥理研究人員,製造工程
農藝／畜產研究人員,製造工程
醫療器材研發工程師,製造工程
生管主管,製造工程
製程主管,製造工程
設備工程主管,製造工程
工廠高階主管,製造工程
工業工程師,製造工程
現場規劃工程師,製造工程
生產線工程師,製造工程
生管／助理,製造工程
生產技術／製程工程師,製造工程
CIM工程師,製造工程
光電製程工程師,製造工程
生產設備工程師,製造工程
光電設備工程師,製造工程
PLC／自動控制工程師,製造工程
SMT工程師,製造工程
半導體製程工程師,製造工程
半導體設備工程師,製造工程
品管／品保主管,製造工程
品保工程師,製造工程
故障分析工程師,製造工程
可靠度工程師,製造工程
測試工程師,製造工程
IC封裝／測試工程師,製造工程
軟／韌體測試人員,製造工程
EMC／安規工程人員,製造工程
ISO品保人員,製造工程
品管人員,製造工程
工廠安全衛生人員,製造工程
環保／環境工程師／技師,製造工程
檢驗人員,製造工程
公共衛生人員,製造工程
廠務／助理,製造工程
職業安全衛生管理人員,製造工程
營建主管,製造工程
建築師,製造工程
都市／交通規劃人員,製造工程
土木技師／工程師,製造工程
結構技師／工程師,製造工程
水利工程師,製造工程
水土保持技師,製造工程
內業工程人員,製造工程
工地安全衛生工程師,製造工程
工地品管員／工程師,製造工程
工務工管人員,製造工程
工務助理,製造工程
水電工程師,製造工程
估算人員,製造工程
發包人員,製造工程
土地開發人員,製造工程
營建工程人員,製造工程
工地主管,製造工程
工地監工,製造工程
營建雜工／粗工,製造工程
木工,製造工程
泥水工相關人員,製造工程
油漆工,製造工程
金屬建材架構人員,製造工程
模板工程人員,製造工程
水電工,製造工程
防水施工人員,製造工程
CAD／CAM工程師,製造工程
建築繪圖／設計,製造工程
水電及其他工程繪圖人員,製造工程
冷凍空調繪圖／設計,製造工程
電信／配線繪圖,製造工程
機械設計／繪圖人員,製造工程
測量／儀校人員,製造工程
室內設計師,製造工程
裝潢工程人員,製造工程
景觀設計人員,製造工程
廣告設計,教育傳播
舞台搭設工程人員,教育傳播
櫥窗／會場設計人員,教育傳播
多媒體動畫設計師,教育傳播
平面設計,教育傳播
設計主管,教育傳播
美編人員,教育傳播
網頁設計,教育傳播
商業設計,教育傳播
服裝設計,教育傳播
鞋類／皮件設計,教育傳播
工業設計,教育傳播
包裝設計,教育傳播
設計助理,教育傳播
樣品師,教育傳播
新聞／傳播媒體主管,教育傳播
傳播媒體編輯企劃,教育傳播
演員,教育傳播
導演／導播,教育傳播
模特兒,教育傳播
聲樂及演唱家,教育傳播
樂器演奏／合成音樂,教育傳播
編劇及詞曲創作,教育傳播
舞蹈演藝人員,教育傳播
藝術指導／藝術總監,教育傳播
播報人員,教育傳播
配音人員,教育傳播
剪輯師,教育傳播
影片製作技術人員,教育傳播
音響／音控技術人員,教育傳播
燈光技術人員,教育傳播
攝影師,教育傳播
演藝經紀／宣傳人員,教育傳播
執行製作／助理,教育傳播
攝影助理,教育傳播
微波工程師,教育傳播
棚內技術工程人員,教育傳播
活動表演／主持人員,教育傳播
技術文件／說明書編譯,教育傳播
教材編輯人員,教育傳播
英文翻譯／口譯人員,教育傳播
日文翻譯／口譯人員,教育傳播
其他語言翻譯／口譯人員,教育傳播
字幕人員,教育傳播
編輯／文字類人員,教育傳播
校對人員,教育傳播
排版人員,教育傳播
文字記者,教育傳播
攝影記者,教育傳播
物理相關研究人員,教育傳播
天文相關研究人員,教育傳播
氣象相關研究人員,教育傳播
化學相關研究人員,教育傳播
地質與地球科學研究人員,教育傳播
數學研究人員,教育傳播
統計學研究人員,教育傳播
人類學研究人員,教育傳播
社會學研究人員,教育傳播
政治相關研究人員,教育傳播
哲學研究人員,教育傳播
歷史研究人員,教育傳播
心理學研究人員,教育傳播
生物學專業與研究人員,教育傳播
應用科學研究人員,教育傳播
助理研究人員,教育傳播
研究助理,教育傳播
其他研究人員,教育傳播
臨床／實驗室研究人員,教育傳播
園長,教育傳播
補習班導師,教育傳播
補習班主任／主管,教育傳播
教授／副教授／助理教授,教育傳播
助教,教育傳播
國中教師,教育傳播
高中職教師,教育傳播
國小教師,教育傳播
特殊教育教師,教育傳播
幼教老師,教育傳播
安親課輔老師,教育傳播
升學補習班老師,教育傳播
留學諮詢顧問,教育傳播
電腦補習班老師,教育傳播
語文補習班老師,教育傳播
珠心算老師,教育傳播
美術老師,教育傳播
音樂老師,教育傳播
才藝類老師,教育傳播
作文老師,教育傳播
其他教育類老師,教育傳播
烹飪老師,教育傳播
駕訓老師,教育傳播
社會工作人員,教育傳播
舞蹈健身老師,教育傳播
游泳教練,教育傳播
運動教練,教育傳播
教保員／保育員／保母,教育傳播
講師,教育傳播
數理補習班老師,教育傳播
餐飲服務人員,其他專業
中式廚師,其他專業
鐵板燒廚師,其他專業
西式廚師,其他專業
中／港式點心廚師,其他專業
其它料理廚師,其他專業
麵包師,其他專業
西點蛋糕師,其他專業
冷熱飲調製販售員,其他專業
調酒師／吧台人員,其他專業
餐廚助手,其他專業
食品衛生管理師,其他專業
食品檢驗人員,其他專業
洗碗人員,其他專業
日式廚師,其他專業
領班／管理幹部,其他專業
包裝員／作業員,其他專業
CNC車床人員,其他專業
CNC銑床人員,其他專業
CNC程式設計師,其他專業
傳統車床人員,其他專業
傳統銑床人員,其他專業
沖壓模具技術人員,其他專業
塑膠模具技術人員,其他專業
金屬模具技術人員,其他專業
機械加工技術人員,其他專業
塑膠射出技術人員,其他專業
印前製作人員,其他專業
印刷技術人員,其他專業
噴漆技術人員,其他專業
鈑金技術人員,其他專業
PCB技術人員,其他專業
焊接技術人員,其他專業
紡織工務,其他專業
打版人員,其他專業
製鞋類人員,其他專業
車縫人員,其他專業
組裝組立技術人員,其他專業
機械設備組裝測試人員,其他專業
電機設備裝配員,其他專業
挖土／推土機相關操作人員,其他專業
堆高機操作人員,其他專業
吊車／起重機相關操作人員,其他專業
模具技術人員,其他專業
沖床人員,其他專業
放電加工技術人員,其他專業
技術人員,其他專業
鉗工,其他專業
重機械操作人員,其他專業
機械操作人員,其他專業
學徒,其他專業
鑄造／鍛造模具技術人員,其他專業
粉末冶金模具技術人員,其他專業
壓鑄模具技術人員,其他專業
電鍍相關技術人員,其他專業
拋光／研磨技術人員,其他專業
線切割技術人員,其他專業
雷射技術操作員,其他專業
染印人員,其他專業
鍋爐相關人員,其他專業
塗裝技術人員,其他專業
採購主管,其他專業
資材主管,其他專業
採購人員,其他專業
倉管／物料管理員,其他專業
資材人員,其他專業
採購助理,其他專業
運輸物流類主管,其他專業
運輸調度管理人員,其他專業
外務／快遞／送貨,其他專業
小客車／小貨車司機,其他專業
大客車司機,其他專業
大貨車司機,其他專業
聯結車司機,其他專業
飛行機師,其他專業
飛安人員,其他專業
倉儲物流人員,其他專業
搬運人員,其他專業
事務部船員,其他專業
船上作業人員,其他專業
艙面部船員,其他專業
輪機部船員,其他專業
醫師,其他專業
醫學美容／整型,其他專業
牙醫師,其他專業
醫事檢驗師,其他專業
勞工健康服務護理人員／廠護,其他專業
護理長,其他專業
護士／護理師,其他專業
藥師,其他專業
營養師,其他專業
獸醫／獸醫佐,其他專業
中醫師,其他專業
麻醉醫師,其他專業
驗光師,其他專業
復健技術師,其他專業
藥師助理,其他專業
醫事放射師,其他專業
呼吸治療師,其他專業
職能治療師,其他專業
物理治療師,其他專業
語言治療師,其他專業
專科護理師,其他專業
牙體技術人員,其他專業
臨床／諮商心理師,其他專業
醫院行政管理人員,其他專業
照顧服務員,其他專業
推拿／按摩師,其他專業
診所助理,其他專業
牙醫助理,其他專業
放射性設備使用技術員,其他專業
其它醫療從業人員,其他專業
志願役軍官／士官／士兵,其他專業
消防類相關人員,其他專業
救生員,其他專業
保全人員／警衛,其他專業
保全工程技術人員,其他專業
管理員,其他專業
隨扈／安全人員,其他專業
總幹事,其他專業
農藝栽培專業人員,其他專業
動物飼育專業人員,其他專業
養殖／畜牧專業人員,其他專業
企管顧問,其他專業
專業顧問,其他專業
志工／義工類人員,其他專業
禮儀師,其他專業
星象占卜人員,其他專業
宗教／神職人員,其他專業
公家機關相關人員,其他專業
花藝／園藝人員,其他專業
生鮮處理人員,其他專業
加油服務,其他專業
舉牌/傳單/派報員,其他專業
清潔／資源回收人員,其他專業
家事服務／洗衣,其他專業
汽車美容,其他專業
作業員／包裝員,其他專業
社工人員,教育傳播
採購資材,其他專業
